1,0,39624,65164,42783
2,1999,39624,65164,42783
3,3999,39624,65164,42783
4,5999,39624,65164,42783
5,7999,39624,65164,42783
6,9999,39624,65164,42783
7,11999,39624,65164,42783
8,13999,39624,65164,42783
9,15999,39624,65164,42783
10,17999,39624,65164,42783
11,19999,39624,65164,42783
12,21999,39624,65164,42783
13,23999,39624,65164,42783
14,25999,39624,65164,42783
15,27999,39624,65164,42783
16,29999,39624,65164,42783
17,31999,39624,65164,42783
18,33999,39624,65164,42783
19,35999,39624,65164,42783
20,37999,39624,65164,42783
21,39999,39624,65164,42783
22,41999,39624,65164,42783
23,43999,39624,65164,42783
24,45999,39624,65164,42783
25,47999,39624,65164,42783
26,49999,39624,65164,42783
27,51999,39624,65164,42783
28,53999,39624,65164,42783
29,55999,39624,65164,42783
30,57999,39624,65164,42783
31,59999,39624,65164,42783
32,61999,39624,65164,42783
33,63999,39624,65164,42783
34,65999,39624,65164,42783
35,67999,39624,65164,42783
36,69999,39624,65164,42783
37,71999,39624,65164,42783
38,73999,39624,65164,42783
39,75999,39624,65164,42783
40,77999,39624,65164,42783
41,79999,39624,65164,42783
42,81999,39624,65164,42783
43,83999,39624,65164,42783
44,85999,39624,65164,42783
45,87999,39624,65164,42783
46,89999,39624,65164,42783
47,91999,39624,65164,42783
48,93999,39624,65164,42783
49,95999,39624,65164,42783
50,97999,39624,65164,42783
51,99999,39624,65164,42783
52,101999,39624,65164,42783
53,103999,39624,65164,42783
54,105999,39624,65164,42783
55,107999,39624,65164,42783
56,109999,39624,65164,42783
57,111999,39624,65164,42783
58,113999,39624,65164,42783
59,115999,39624,65164,42783
60,117999,39624,65164,42783
61,119999,39624,65164,42783
62,121999,39624,65164,42783
63,123999,39624,65164,42783
64,125999,39624,65164,42783
65,127999,39624,65164,42783
66,129999,39624,65164,42783
67,131999,39624,65164,42783
68,133999,39624,65164,42783
69,135999,39624,65164,42783
70,137999,39624,65164,42783
71,139999,39624,65164,42783
72,141999,39624,65164,42783
73,143999,39624,65164,42783
74,145999,39624,65164,42783
75,147999,39624,65164,42783
76,149999,39624,65164,42783
77,151999,39624,65164,42783
78,153999,39624,65164,42783
79,155999,39624,65164,42783
80,157999,39624,65164,42783
81,159999,39624,65164,42783
82,161999,39624,65164,42783
83,163999,39624,65164,42783
84,165999,39624,65164,42783
85,167999,39624,65164,42783
86,169999,39624,65164,42783
87,171999,39624,65164,42783
88,173999,39624,65164,42783
89,175999,39624,65164,42783
90,177999,39624,65164,42783
91,179999,39624,65164,42783
92,181999,39624,65164,42783
93,183999,39624,65164,42783
94,185999,39624,65164,42783
95,187999,39624,65164,42783
96,189999,39624,65164,42783
97,191999,39624,65164,42783
98,193999,39624,65164,42783
99,195999,39624,65164,42783
100,197999,39624,65164,42783
101,199999,39624,65164,42783
102,201999,39624,65164,42783
103,203999,39624,65164,42783
104,205999,39624,65164,42783
105,207999,39624,65164,42783
106,209999,39624,65164,42783
107,211999,39624,65164,42783
108,213999,39624,65164,42783
109,215999,39624,65164,42783
110,217999,39624,65164,42783
111,219999,39624,65164,42783
112,221999,39624,65164,42783
113,223999,39624,65164,42783
114,225999,39624,65164,42783
115,227999,39624,65164,42783
116,229999,39624,65164,42783
117,231999,39624,65164,42783
118,233999,39624,65164,42783
119,235999,39624,65164,42783
120,237999,39624,65164,42783
121,239999,39624,65164,42783
122,241999,39624,65164,42783
123,243999,39624,65164,42783
124,245999,39624,65164,42783
125,247999,39624,65164,42783
126,249999,39624,65164,42783
127,251999,39624,65164,42783
128,253999,39624,65164,42783
129,255999,39624,65164,42783
130,257999,39624,65164,42783
131,259999,39624,65164,42783
132,261999,39624,65164,42783
133,263999,39624,65164,42783
134,265999,39624,65164,42783
135,267999,39624,65164,42783
136,269999,39624,65164,42783
137,271999,39624,65164,42783
138,273999,39624,65164,42783
139,275999,39624,65164,42783
140,277999,39624,65164,42783
141,279999,39624,65164,42783
142,281999,39624,65164,42783
143,283999,39624,65164,42783
144,285999,39624,65164,42783
145,287999,39624,65164,42783
146,289999,39624,65164,42783
147,291999,39624,65164,42783
148,293999,39624,65164,42783
149,295999,39624,65164,42783
